sentence,label
"'s fun , wispy",1
all the stronger because of it,1
"me no lika da accents so good , but i thoroughly enjoyed the love story",1
"everybody loves a david and goliath story , and this one is told almost entirely from david 's point of view .",1
"'s about as convincing as any other arnie musclefest , but has a little too much resonance with real world events and ultimately comes off as insultingly simplistic .",0
is nicely performed by a quintet of actresses,1
negativity,0
utterly painful to watch,0
mr. haneke 's own sadistic tendencies,0
"although disney follows its standard formula in this animated adventure , it feels more forced than usual .",0
your pulse ever racing,1
", at times sublime , visuals",1
a funny moment or,1
", intimate and intelligent",1
"now , told by hollywood , and much more ordinary for it",0
glass 's dirgelike score,1
"phillip noyce and all of his actors -- as well as his cinematographer , christopher doyle -- understand the delicate forcefulness of greene 's prose , and",1
"no wit , only",0
dismissed as mindless,0
'' is never lethargic,1
compelling and horrifying story,1
is uniformly superb,1
is beginning to feel,1
economical,1
though her fans will assuredly have their funny bones tickled,1
"is a really cool bit -- the movie 's conception of a future-world holographic librarian ( orlando jones ) who knows everything and answers all questions , is visually smart , cleverly written , and nicely realized .",1
"yiddish theater , whose jolly , fun-for-fun 's - sake communal spirit goes to the essence of broadway",1
proves that he can cross swords with the best of them and helm a more traditionally plotted popcorn thriller while surrendering little of his intellectual rigor or creative composure,1
grave,0
my advice is to skip the film and pick up the soundtrack .,0
he brings together,1
an alluring backdrop for this sensuous and spirited tale of a prim widow who finds an unlikely release in belly-dancing clubs,1
"two fine actors ,",1
would have liked it more if it had just gone that one step further,1
more focused,1
"a cheap , ludicrous attempt at serious horror",0
of good stuff,1
muttering words like `` horrible '' and `` terrible,0
going to face frightening late fees,0
moonlight mile does n't quite go the distance but,0
lacking any sense of commitment,0
throws away,1
feeling a part of its grand locations,1
"which is worse : the poor acting by the ensemble cast , the flat dialogue by vincent r. nebrida or the gutless direction by laurice guillen",0
hartley adds enough quirky and satirical touches in the screenplay to keep the film entertaining .,1
inside the wave,1
", one the public rarely sees .",1
a game supporting cast,1
fine performances make this delicate coming-of-age tale a treat,1
a smile on your face and a grumble in your stomach,1
"it 's as if solondz had two ideas for two movies , could n't really figure out how to flesh either out , so he just slopped ` em together here",0
an inelegant combination of two unrelated shorts that falls far short of the director 's previous work in terms of both thematic content and narrative strength,0
especially clever,1
", i must report that the children of varying ages in my audience never coughed , fidgeted or romped up and down the aisles for bathroom breaks .",1
satisfying entertainment,1
suffers from a philosophical emptiness and maddeningly sedate pacing .,0
"its story about a young chinese woman , ah na , who has come to new york city to replace past tragedy with the american dream is one that any art-house moviegoer is likely to find compelling .",1
"is phenomenal , especially the women",1
kurys seems intimidated by both her subject matter and the period trappings of this debut venture into the heritage business .,0
's a bad sign when they 're supposed to be having a collective heart attack,0
the most original in years,1
"several survivors ,",1
"is it a charming , funny and beautifully crafted import , it uses very little dialogue , making it relatively effortless to read and follow the action at the same time .",1
'll love it and probably want to see it twice .,1
is priceless,1
in the most blithe exchanges gives the film its lingering tug,1
"like the tuck family themselves , this movie just goes on and on and on and on",0
"that rare drama that offers a thoughtful and rewarding glimpse into the sort of heartache everyone has felt , or will feel someday",1
a well-made pb & j sandwich,1
plays as dramatic,1
deep deceptions,0
marvelously,1
on both suspense and payoff,1
"a sweetly affecting story about four sisters who are coping , in one way or another , with life",1
"all leather pants & augmented boobs , hawn",0
this movie ... does n't deserve the energy it takes to describe how bad it is .,0
with a sweet,1
ought to be a whole lot scarier than they are in this tepid genre offering,0
impersonal and abstract,0
the stories are quietly moving .,1
this facetious smirk,0
"ca n't think of a thing to do with these characters except have them run through dark tunnels , fight off various anonymous attackers , and evade elaborate surveillance technologies",0
"it looks good , sonny , but you missed the point . '",0
great credit,1
a so-called ` comedy ' and not laugh,0
"an engrossing story that combines psychological drama , sociological reflection , and high-octane thriller .",1
steve martin,1
fabricated,0
as if we 're seeing something purer than the real thing,1
"under-inspired , overblown enterprise",0
a higher plateau,1
"every cliche we 've come to expect , including the assumption that `` crazy '' people are innocent , childlike and inherently funny",0
honesty and dignity,1
shrill and soporific,0
"it can still make you feel that you never want to see another car chase , explosion or gunfight again",0
contrived and predictable,0
catches the chaotic horror,1
comes along to remind us of how very bad a motion picture can truly be,0
"the complex , politically charged tapestry",1
is among wiseman 's warmest .,1
daughter from danang sticks with its subjects a little longer and tells a deeper story,1
delivered in grand passion by the members of the various households .,1
blustery movie,0
those monologues stretch on and on,0
always hilarious,1
"enough to make you put away the guitar , sell the amp , and apply to medical school",1
"little more than a particularly slanted , gay s/m fantasy , enervating and deadeningly drawn-out",0
", cletis tout is a winning comedy that excites the imagination and tickles the funny bone .",1
entertaining and informative documentary,1
anguished,0
freshman,1
"contemplative , and",1
"totally overwrought , deeply biased , and wholly designed to make you feel guilty about ignoring what the filmmakers clearly believe are the greatest musicians of all time .",0
"with nary a glimmer of self-knowledge , ( crane ) becomes more specimen than character --",0
is extraordinarily good .,1
glides,1
strong themes,1
can see without feeling embarrassed,1
by even the corniest and most hackneyed contrivances,0
", i could feel my eyelids ... getting ... very ... heavy ...",0
true cinematic knack,1
"despite all the backstage drama , this is a movie that tells stories that work -- is charming , is moving",1
the imagination,1
cowardly,0
"wimps out by going for that pg-13 rating , so",0
tears,0
300 years of russian history and culture,1
", you 'll be thinking of 51 ways to leave this loser .",0
on the party favors to sober us up with the transparent attempts at moralizing,0
"its shape-shifting perils , political intrigue",1
hands-on storytelling,1
sorrow,0
"while you watch it , offering fine acting moments and pungent insights into modern l.a. 's show-biz and media",1
"it begins to drag two-thirds through , when the melodramatic aspects start to overtake the comedy",0
your interest until the end and even leaves you with a few lingering animated thoughts,1
getting a more mature body,1
to elevate it beyond its formula to the level of classic romantic comedy to which it aspires,1
by its predictable plot and paper-thin supporting characters,0
"turns the goose-pimple genre on its empty head and fills it with spirit , purpose and emotionally bruised characters who add up to more than body count .",1
a class with that of wilde,1
"seagal ran out of movies years ago , and this is just the proof",0
by taking your expectations and twisting them just a bit,1
"found the ring moderately absorbing , largely for its elegantly colorful look and sound .",1
"girlfriends are bad , wives are worse and babies are the kiss of death in this bitter italian comedy",0
featherweight romantic comedy has a few nice twists in a standard plot and the charisma of hugh grant and sandra bullock .,1
casting excellent latin actors of all ages --,1
"played game of absurd plot twists , idiotic court maneuvers and stupid characters that even freeman ca n't save it",0
animated drivel,0
i killed my father,0
an appealing couple -- he 's understated and sardonic,1
is n't,0
takes a potentially trite and overused concept ( aliens come to earth ) and,0
season,1
may be incomprehensible to moviegoers not already clad in basic black .,0
stubbornly refused to gel,0
serves as a rather thin moral,0
how desperate the makers of this ` we 're - doing-it-for - the-cash ' sequel were,0
noticeably derivative,0
is entertaining,1
an engaging and moving portrait of a subculture,1
the light of the exit sign,0
a moving and stark reminder,1
"sitting in the third row of the imax cinema at sydney 's darling harbour , but i sometimes felt as though i was in the tiny two seater plane that carried the giant camera around australia , sweeping and gliding , banking and",1
a younger lad,1
"an astounding performance that deftly , gradually reveals a real human soul buried beneath a spellbinding serpent 's smirk .",1
shot like a postcard,1
best thing,1
their idol 's energy and passion,1
make it a great piece to watch with kids and use to introduce video as art,1
interview with the assassin draws its considerable power from simplicity .,1
surprisingly charming and,1
probably want to see it twice,1
far more often than the warfare,1
"spoofs and celebrates the more outre aspects of ` black culture ' and the dorkier aspects of ` white culture , ' even as it points out how inseparable the two are .",1
although this idea is `` new '' the results are tired .,0
possesses its own languorous charm .,1
the ending feels at odds with the rest of the film .,1
", it works beautifully as a movie without sacrificing the integrity of the opera .",1
"feature but something far more stylish and cerebral -- and , hence , more chillingly effective .",1
that it stinks,0
ruined by amateurish,0
", 91-minute trailer",0
no lika da accents so good,0
it is more than merely a holocaust movie,1
enriched by a strong and unforced supporting cast,1
", warm water under a red bridge is a celebration of feminine energy , a tribute to the power of women to heal .",1
weak and ineffective,0
's nice to see piscopo again after all these years,1
"in its place a sweetness , clarity and emotional openness that recalls the classics of early italian neorealism",1
of a movie that keeps throwing fastballs,1
weighty and ponderous but every bit as filling as the treat of the title,1
"a completely honest , open-hearted film that should appeal to anyone willing to succumb to it",1
accumulate like lint in a fat man 's navel,0
"the story is -- forgive me -- a little thin , and",0
"take any 12-year-old boy to see this picture , and he 'll be your slave for a year .",1
ordinary and obvious,0
more than she can handle,0
the distinct and very welcome sense of watching intelligent people making a movie,1
"female friendship ,",1
ca n't possibly be enough,0
is richer than anticipated,1
pretty good overall picture,1
"shame on writer/director vicente aranda for making a florid biopic about mad queens , obsessive relationships , and rampant adultery so dull",0
"evokes the frustration , the awkwardness and the euphoria of growing up",1
"some kid who ca n't act , only echoes of jordan , and",0
"stroked , luridly colored , uni-dimensional nonsense machine that strokes the eyeballs while it evaporates like so much crypt mist in the brain .",0
of every bad action-movie line in history,0
creepy-scary thriller,1
"cold , gray , antiseptic",0
"recommended -- as visually bland as a dentist 's waiting room , complete with soothing muzak",0
accepting a 50-year-old in the role is creepy in a michael jackson sort of way .,0
clumsy and rushed,0
"a warm , fuzzy feeling prevails",1
confidently orchestrated,1
than anything seen on jerry springer,0
expands,1
if you enjoy being rewarded by a script that assumes you are n't very bright,0
with brutal honesty and respect for its audience,1
that 's neither original nor terribly funny,0
"this misty-eyed southern nostalgia piece , in treading the line between sappy and sanguine , winds up mired in tear-drenched quicksand .",0
that wastes the talents of its attractive young leads,0
hedonistic,0
"has some cute moments , funny scenes , and hits the target audience ( young bow wow fans ) -",1
nothing at the core of this slight coming-of-age/coming-out tale,0
bedeviled by labored writing and slack direction,0
meager,0
halfwit,0
found in almost all of his previous works,1
counting a few gross-out comedies i 've been trying to forget,0
"designed to fill time ,",0
you will probably have a reasonably good time with the salton sea .,1
"it 's not like having a real film of nijinsky ,",0
amazingly successful,1
"if you have the patience for it , you wo n't feel like it 's wasted yours",1
is off-putting,0
accurate,1
sometimes creepy intimacy,1
"mckay seems embarrassed by his own invention and tries to rush through the intermediary passages , apparently hoping that the audience will not notice the glaring triteness of the plot device he has put in service .",0
tepid genre offering,0
hit that may strain adult credibility .,0
the respect they,1
"a welcome relief from baseball movies that try too hard to be mythic , this one is a sweet and modest and ultimately winning story .",1
the darker elements of misogyny and unprovoked violence suffocate the illumination created by the two daughters,0
one that attempts and often achieves a level of connection and concern,1
"that covers our deepest , media-soaked fears",0
none of the pushiness and decibel volume of most contemporary comedies,1
all too literally,0
"vulgar , sexist",0
a durable part,1
an auspicious feature debut for chaiken,1
anyone who welcomes a dash of the avant-garde fused with their humor should take pleasure in this crazed,1
sheridan 's take on the author 's schoolboy memoir ... is a rather toothless take on a hard young life,0
"it 's a spectacular performance - ahem , we hope it 's only acting .",1
"the direction has a fluid , no-nonsense authority , and the performances by harris , phifer and cam ` ron seal the deal",1
like arnold schwarzenegger,1
"if the material is slight and admittedly manipulative , jacquot preserves tosca 's intoxicating ardor through his use of the camera .",1
are reflected in almost every scene,1
performing ages-old slapstick and unfunny tricks,0
"; the problem is he has no character , loveable or otherwise .",0
might actually want to watch .,1
very moving and revelatory,1
jeffrey tambor 's,1
"love , longing",1
the tiniest segment of an already obscure demographic,0
griffin & co. manage to be spectacularly outrageous .,1
plan to make enough into ` an inspiring tale of survival wrapped in the heart-pounding suspense of a stylish psychological thriller ',1
son of the bride becomes an exercise in trying to predict when a preordained `` big moment '' will occur and not `` if . '',0
valiantly keep punching up the mix .,1
presents a frightening and compelling ` what if,1
pouty-lipped poof,0
hooks us,1
"director hoffman , with great help from kevin kline ,",1
realize your mind is being blown,1
make an alluring backdrop for this sensuous and spirited tale of a prim widow who finds an unlikely release in belly-dancing clubs .,1
"an eerily suspenseful , deeply absorbing piece that works as a treatise on spirituality as well as a solid sci-fi thriller",1
works because reno does n't become smug or sanctimonious towards the audience .,1
style massacres erupt throughout,0
clever by about nine-tenths,1
so exaggerated and broad,0
", de niro and murphy make showtime the most savory and hilarious guilty pleasure of many a recent movie season .",1
exceptionally good idea,1
"a romantic crime comedy that turns out to be clever , amusing and unpredictable",1
be fruitful,1
that 's what i liked about it,1
is n't one true ` chan moment ' .,0
cluelessness,0
", cry and realize ,",0
emphasizes the computer and the cool,1
of the ` laughing at ' variety than the ` laughing with,0
has the right stuff for silly summer entertainment and has enough laughs to sustain interest to the end,1
graceless and ugly,0
inferior level,0
daughter,1
shameless self-caricature,0
"the film just might turn on many people to opera , in general , an art form at once visceral and spiritual , wonderfully vulgar and sublimely lofty -- and as emotionally grand as life .",1
you should be able to find better entertainment .,0
can be forgiven for realizing that you 've spent the past 20 minutes looking at your watch and waiting for frida to just die already .,0
is amateurish,0
skid-row,0
hell-jaunt purists,0
draw people together,1
", period-perfect biopic hammers",1
their romances,1
"anyone else who may , for whatever reason , be thinking about going to see this movie is hereby given fair warning .",0
of a phonograph record,1
moving tragedy,1
a waterlogged version of ` fatal attraction ' for the teeny-bopper set,0
sci-fi .,1
"guilty-pleasure , daytime-drama sort",1
like acid,0
"to see this turd squashed under a truck , preferably a semi",0
unfunny wannabe,0
"filled with low-brow humor , gratuitous violence and a disturbing disregard",0
wonderfully warm human drama,1
"... in trying to capture the novel 's deeper intimate resonances , the film has -- ironically - distanced us from the characters .",0
savagely hilarious,1
"fascinating , bombshell documentary",1
smug self-satisfaction,0
"the music makes a nice album , the food is enticing and",1
the frequent allusions to gurus and doshas will strike some westerners as verging on mumbo-jumbo,0
a thing that already knows it 's won,1
cinematic car wreck,0
importance,1
wo n't care,0
the potential success,1
"as beautiful , desirable , even delectable",1
low-grade,0
"as immaculate as stuart little 2 is , it could be a lot better if it were , well , more adventurous .",1
excess debris,0
"the visuals , even erotically frank ones ,",1
"this charming , thought-provoking new york fest of life and love",1
compassionately portrayed,1
with minimal imagination,0
does n't give you enough to feel good about .,0
though the story ... is hackneyed,0
makes up for in heart what it lacks in outright newness .,1
certain sexiness,1
rote drivel,0
buy is an accomplished actress,1
"passions , obsessions , and",1
"be an unendurable viewing experience for this ultra-provincial new yorker if 26-year-old reese witherspoon were not on hand to inject her pure fantasy character , melanie carmichael , with a massive infusion of old-fashioned hollywood magic",1
a slam-bang extravaganza,1
very good comedic songs,1
", the film settles in and becomes compulsively watchable in a guilty-pleasure , daytime-drama sort of fashion .",1
cold-hearted,0
"a highly spirited , imaginative kid 's movie that broaches neo-augustinian theology : is god stuck in heaven because he 's afraid of his best-known creation ?",1
"gets vivid , convincing performances from a fine cast , and generally keeps things going at a rapid pace , occasionally using an omniscient voice-over narrator in the manner of french new wave films",1
than you could have guessed at the beginning,1
this year is a franchise sequel starring wesley snipes,1
an intoxicating experience .,1
the innate theatrics that provide its thrills and extreme emotions lose their luster when flattened onscreen .,0
poignant lyricism,1
lost the politics and the social observation and become just another situation romance about a couple of saps stuck in an inarticulate screenplay,0
"a chilly , remote , emotionally distant piece ... so dull that its tagline should be :",0
is a lame kiddie flick,0
"mostly honest , this somber picture reveals itself slowly , intelligently , artfully .",1
artistic aspirations,1
"that tells a sweet , charming tale of intergalactic friendship",1
is fontaine 's willingness to wander into the dark areas of parent-child relationships without flinching,1
be incomprehensible to moviegoers not already clad in basic black,1
slightest difficulty,0
a rich and full life,1
tedious norwegian offering which somehow snagged an oscar nomination,0
i 'm not sure these words have ever been together in the same sentence :,0
cast adrift in various new york city locations with no unifying rhythm or visual style,0
"far-flung , illogical ,",0
gloomy film noir veil,0
that made up for its rather slow beginning by drawing me into the picture,1
the artificial structure,0
've had the misfortune to watch in quite some time .,0
's mildly interesting to ponder the peculiar american style of justice that plays out here,1
"fresh , unforced naturalism to their characters",1
beguiling,1
a flat script and,0
transcend its genre,1
", in the hands of a brutally honest individual like prophet jack ,",1
"but because it has a bigger-name cast , it gets a full theatrical release",1
", not as gloriously flippant as lock , stock and two smoking barrels ,",0
"'s surprisingly decent , particularly for a tenth installment in a series .",1
for the earnest emotional core,1
seem goofy rather than provocative,0
"steve oedekerk is , alas , no woody allen .",0
"inspire anything more than a visit to mcdonald 's , let alone",0
a captivating drama,1
takes a look at 5 alternative housing options,0
irreparably drags the film down .,0
"than a particularly slanted , gay s/m fantasy",0
", insightful and entertaining",1
fairly unsettling scenes,0
elegant technology for the masses --,1
"a dark , gritty , sometimes funny little gem",1
that could make a person who has lived her life half-asleep suddenly wake up and take notice,1
"is a poster movie , a mediocre tribute to films like them !",0
deserves the hook,0
good performances,1
"effort to see an artist , still committed to growth in his ninth decade , change while remaining true to his principles",1
the comic possibilities,1
brosnan 's finest non-bondish performance,1
notice the 129-minute running time,0
those words,1
"crass , low-wattage endeavor",0
dreamy,1
been sent back to the tailor for some major alterations,0
a fanciful motion picture,1
an insultingly inept and artificial examination of grief and,0
a cut above the rest,1
"it 's coherent , well shot , and tartly acted ,",1
"depressing , ruthlessly pained",0
"get on a board and , uh , shred ,",0
freddy gets molested by a dog,0
place for a great film noir,1
"a paunchy midsection ,",0
"viscerally exciting , and dramatically moving",1
"pc stability notwithstanding , the film suffers from a simplistic narrative and a pat , fairy-tale conclusion .",0
scrap,0
do n't blame eddie murphy but,0
but what 's nice is that there 's a casual intelligence that permeates the script .,1
carefully choreographed atrocities,0
real bump-in - the-night chills,1
for sure,1
not very absorbing characters,0
"good action , good acting , good dialogue , good pace , good cinematography",1
as musty as one of the golden eagle 's carpets,0
"with its subject matter in a tasteful , intelligent manner",1
is a mess from start to finish,0
a rollicking adventure,1
are wasted in it,0
be a breakthrough in filmmaking,1
gradually sneaks up on the audience,1
"the huskies are beautiful , the border collie is funny and the overall feeling is genial and decent",1
be consigned to the dustbin of history,0
animation enthusiasts of all ages,1
"has little insight into the historical period and its artists , particularly in how sand developed a notorious reputation",0
"is even more embracing than monty , if only because it accepts nasty behavior and severe flaws as part of the human condition .",1
of unbridled greed and materalism,0
with a romantic comedy plotline straight from the ages,1
most of the things that made the original men in black such a pleasure are still there .,1
the brilliance of animal house,1
wins still,1
"obviously , a lot of people wasted a lot of their time ( including mine ) on something very inconsequential .",0
the wild wild west,1
"humorless , self-conscious art drivel , made without a glimmer of intelligence or invention .",0
a sort of inter-species parody of a vh1 behind the music episode,0
neatly constructed thriller .,1
hideously twisted,0
it does n't leave you with much .,0
what allows it to rank with its worthy predecessors,1
", paxton is surprisingly brilliant , deftly sewing together what could have been a confusing and horrifying vision into an intense and engrossing head-trip .",1
just a collection of this and that -- whatever fills time -- with no unified whole .,0
"with the hail of bullets , none of which ever seem to hit",0
"creates delicate balance of style , text , and subtext that 's so simple and precise that anything discordant would topple the balance",1
", eileen walsh , an engaging , wide-eyed actress whose teeth are a little too big for her mouth , infuses the movie with much of its slender , glinting charm .",1
forgiven for realizing that you 've spent the past 20 minutes looking at your watch and waiting for frida to just die already,0
"is n't this painfully forced , false and fabricated",0
some of the most inventive,1
creepy atmosphere,0
the improperly hammy performance,0
crane 's decline with unblinking candor,1
rarely have i seen a film so willing to champion the fallibility of the human heart .,1
a predictable outcome and,0
more abhorrent,0
a particularly amateurish episode,0
sustain an enjoyable level of ridiculousness,1
frustrates,0
its impact is deeply and rightly disturbing,1
"but believe it or not , it 's one of the most beautiful , evocative works i 've seen .",1
is a perfect family film to take everyone to since there 's no new `` a christmas carol '' out in the theaters this year .,1
lie,0
devastation,0
brash and mainly unfunny,0
"contrived , well-worn situations",0
", relaxed in its perfect quiet pace and proud in its message .",1
rich with period minutiae,1
riveting and handsomely,1
a self-indulgent script,0
"it may not be a great piece of filmmaking , but its power comes from its soul 's - eye view of how well-meaning patronizing masked a social injustice , at least as represented by this case",0
the lousy john q,0
a pretentious and ultimately empty examination of a sick and evil woman .,0
boisterous and utterly charming,1
tumbleweeds,0
for bug-eyed mugging and gay-niche condescension,0
the dialogue sounds like horrible poetry .,0
", this halloween is a gory slash-fest .",1
are just so weird that i honestly never knew what the hell was coming next .,1
positive impression,1
an american actress who becomes fully english,1
"warm , inviting",1
highly-praised disappointments i,0
"'m going to recommend secretary , based on the wonderful acting clinic put on by spader and gyllenhaal",1
"jumps off the page , and for the memorable character creations",1
gets better after foster leaves that little room .,1
bad blend,0
long-suffering,0
knows how to tell us about people,1
"director george hickenlooper has had some success with documentaries ,",1
"it has a dashing and resourceful hero ; a lisping , reptilian villain ; big fights ; big hair ; lavish period scenery ; and a story just complicated enough to let you bask in your own cleverness as you figure it out .",1
enthralling,1
committed,1
bad and baffling from the get-go .,0
an hour-and-a-half-long commercial for britney 's latest album,0
"has a delightfully dour , deadpan tone and stylistic consistency .",1
any way demeaning its subjects,0
taboo subject matter,0
often exciting,1
mctiernan 's remake may be lighter on its feet -- the sober-minded original was as graceful as a tap-dancing rhino -- but it is just as boring and as obvious .,0
will forgive the flaws and love the film,1
"a hypnotic portrait of this sad , compulsive life .",1
make for one splendidly cast pair .,1
supermarket tabloids,0
that one eventually resents having to inhale this gutter romancer 's secondhand material,0
"most fish stories are a little peculiar , but this is one that should be thrown back in the river",0
for the best,1
the boobs are fantasti,1
"poorly written , murky and weakly acted",0
that makes it possible for the viewer to doze off for a few minutes or make several runs to the concession stand and/or restroom and not feel as if he or she has missed anything,0
"fits into a genre that has been overexposed , redolent of a thousand cliches , and yet remains uniquely itself , vibrant with originality .",1
more of an impish divertissement of themes that interest attal and gainsbourg -- they live together -- the film has a lot of charm .,1
"inventive , consistently intelligent",1
the mill sci-fi film with a flimsy ending and,0
more than enough sentimental catharsis,1
insufficiently,0
fresh again,1
recreating it an in an african idiom,1
thanks to the actors,1
listless and desultory,0
that peter o'fallon did n't have an original bone in his body,0
"lasker 's canny , meditative script distances sex and love , as byron and luther ...",1
too much exploitation and,0
"an uncomfortable experience , but one as brave and challenging as you could possibly expect these days from american cinema .",1
sweetest thing,1
unfaithful is at once intimate and universal cinema .,1
"despite the opulent lushness of every scene , the characters never seem to match the power of their surroundings .",0
"gently swaying back and forth as it cradles its characters , veiling tension beneath otherwise tender movements",1
bust,0
a powerful look at a failure of our justice system,1
"would be hard-pressed to find a movie with a bigger , fatter heart than barbershop",1
for its stylistic austerity and forcefulness,1
", it 's also cold , gray , antiseptic and emotionally desiccated .",0
"it 's hard to imagine anyone managing to steal a movie not only from charismatic rising star jake gyllenhaal but also from accomplished oscar winners susan sarandon , dustin hoffman and holly hunter , yet newcomer ellen pompeo pulls off the feat with aplomb .",1
in too many conflicts,0
it 's goofy ( if not entirely wholesome ) fun,1
make showtime the most savory and hilarious guilty pleasure of many a recent movie season .,1
comes from the heart .,1
", the film does n't end up having much that is fresh to say about growing up catholic or , really , anything .",0
fashioning an engrossing entertainment out of an almost sure-fire prescription for a critical and commercial disaster,1
beyond the end zone,1
"of my greatest pictures , drunken master",1
", flat drama",0
"as i usually am to feel-good , follow-your-dream hollywood fantasies",1
"a superficial way , while never sure",0
winning and wildly fascinating work,1
what it would be like to be smack in the middle of a war zone armed with nothing but a camera,1
the acting is amateurish,0
", i have given this movie a rating of zero .",0
searching for a quarter in a giant pile of elephant feces ... positively dreadful,0
", luridly colored , uni-dimensional nonsense machine",0
are the lively intelligence of the artists and their perceptiveness about their own situations .,1
is one of the biggest disappointments of the year .,0
"the plot of the comeback curlers is n't very interesting actually , but what i like about men with brooms and what is kind of special is how the film knows what 's unique and quirky about canadians .",1
rich and sudden,1
an effective portrait of a life in stasis,1
"a clever and cutting , quick and dirty look at modern living and movie life",1
elegant,1
artistic significance,1
surprisingly inoffensive,1
becomes the last thing you would expect from a film with this title or indeed from any plympton film : boring .,0
"a fascinating curiosity piece -- fascinating , that is , for about ten minutes",0
strangely hollow at its emotional core,0
the film 's lamer instincts,0
amnesiac,0
party-hearty,1
"a solid , well-formed satire",1
"a star , nor why he keeps being cast in action films when none of them are ever any good",0
the best movies of the year,1
lots of effort and intelligence are on display,1
the dull effects,0
has been gathering dust on mgm 's shelf,0
be as lonely and needy,0
her third feature will be something to behold,1
it 's as good as you remember .,1
such a bore,0
never overcomes its questionable satirical ambivalence,0
director charles stone iii applies more detail to the film 's music than to the story line ; what 's best about drumline is its energy,1
"a serious minded patience , respect and affection",1
to be viewed and treasured for its extraordinary intelligence and originality as well as its lyrical variations on the game of love,1
it 's the perfect cure for insomnia .,0
warm your heart without making you feel guilty about it,1
as tricky and satisfying as any of david mamet 's airless cinematic shell games .,1
so memorable,1
"4ever has the same sledgehammer appeal as pokemon videos , but it breathes more on the big screen and induces headaches more slowly .",1
"that as far as these shootings are concerned , something is rotten in the state of california",0
poo-poo jokes,0
movie sputters,0
its make-believe promise of life that soars above the material realm,1
"if villainous vampires are your cup of blood , blade 2 is definitely a cut above the rest .",1
has made a film that is an undeniably worthy and devastating experience .,1
to whether you 've seen pornography or documentary,0
few new converts,0
of disney 's great past,1
"it 's also curious to note that this film , like the similarly ill-timed antitrust , is easily as bad at a fraction the budget .",0
"if you ever wanted to be an astronaut , this is the ultimate movie experience -",1
"unleashes his trademark misogyny -- er , comedy --",0
the awkward interplay and utter lack of chemistry between chan and hewitt,0
bittersweet contemporary comedy,1
does an impressive job of relating the complicated history of the war and of filling in the background .,1
wryly amusing,1
looking for a return ticket to realism,0
of shape,1
of those reputedly `` unfilmable '' novels that has bucked the odds to emerge as an exquisite motion picture in its own right,1
it does n't make for great cinema,0
more fascinating look,1
"improves on it , with terrific computer graphics , inventive action sequences and a droll sense of humor",1
organized,1
"crack you up with her crass , then gasp for gas , verbal deportment",1
the plot ` surprises,1
pretentious mess,0
tawdry b-movie scum,0
something must have been lost in the translation .,0
has a rather unique approach to documentary,1
while broomfield 's film does n't capture the effect of these tragic deaths on hip-hop culture,0
a beautiful canvas,1
actually makes the heart soar,1
"it 's a sweet , laugh-a-minute crowd pleaser that lifts your spirits as well as the corners of your mouth .",1
", there are great rewards here .",1
of paint-by-number romantic comedies,1
pull us deep into the girls ' confusion and pain as they struggle tragically to comprehend the chasm of knowledge that 's opened between them,1
zzzzzzzzz,0
a rather bland,0
its sunny disposition,1
stunning new young talent,1
is n't entirely persuasive,0
a happy ending,1
downright transparent,0
"is constructed around a core of flimsy -- or , worse yet , nonexistent -- ideas",0
crafted an intriguing story of maternal instincts and misguided acts of affection,1
"in a low-key , organic way that encourages you to accept it as life and go with its flow",1
sits there like a side dish no one ordered,0
as sexy beast,1
of emotional blandness,0
"a sharp , amusing study",1
bungle their way through the narrative,0
if it pared down its plots and characters to a few rather than dozens ... or if it were subtler ... or if it had a sense of humor,0
wishing for a watch that makes time go faster rather than the other way,0
chuckles,0
george orwell turning over,0
"to better understand why this did n't connect with me would require another viewing , and",0
smug grin,0
they never succeed in really rattling the viewer,0
convey a strong sense of the girls ' environment .,1
become almost as operatic to us as they are to her characters,0
shamelessly money-grubbing than most third-rate horror sequels,0
as plain and pedestrian as,0
the screenwriters dig themselves in deeper every time they toss logic and science into what is essentially a `` dungeons and dragons '' fantasy with modern military weaponry ...,0
special walk,1
the only surprise,0
crude,0
the five writers,1
the picture 's fascinating byways,1
crap is what i was expecting,0
's nothing interesting in unfaithful whatsoever,0
are an absolute joy,1
"assume he had a bad run in the market or a costly divorce , because there is no earthly reason other than money why this distinguished actor would stoop so low",0
"is too calm and thoughtful for agitprop ,",0
", compressed characterisations and for its profound humanity",1
grows thin soon,0
hollywood romance,1
funniest and most likeable,1
"have all the suspense of a 20-car pileup ,",0
"what ( denis ) accomplishes in his chilling , unnerving film",1
brutal and,0
"at least it 's a fairly impressive debut from the director , charles stone iii .",1
", `` orange county '' is far funnier than it would seem to have any right to be .",1
"in other words , about as bad a film you 're likely to see all year .",0
", it 's better than one might expect when you look at the list of movies starring ice-t in a major role .",1
muddled and derivative,0
there are many tense scenes in trapped,1
with passion and attitude,1
the most enchanting film,1
admire it,1
"imply terror by suggestion , rather than the overuse of special effects",1
the conventional science-fiction elements of bug-eyed monsters and futuristic women in skimpy clothes,0
then knock yourself out and enjoy the big screen postcard that is a self-glorified martin lawrence lovefest .,0
understated performances of ( jack nicholson 's ) career .,1
"is not , nor will he be , back",0
"the story is also as unoriginal as they come , already having been recycled more times than i 'd care to count .",0
what makes barbershop so likable,1
be an attempt at hardass american,0
